time (s),inlet temp (K),outlet temp (K)
179.5,796.23506853109,802.59305637527
180,796.115380289508,802.47254652807
180.5,795.994793797098,802.386600978709
181,795.873250152165,802.320245015958
181.5,795.75083770725,802.255529945037
182,795.627524066422,802.180925090905
182.5,795.50331511985,802.09306175529
183,795.378207922449,801.996187374366
183.5,795.25223487015,801.882151289641
184,795.125390072785,801.736410606028
184.5,794.997649969676,801.575469489463
185,794.86904401167,801.420322786415
185.5,794.739598704528,801.274105223379
186,794.609255146558,801.130844149223
186.5,794.478078129622,800.989243077404
187,794.34606176355,800.846573694484
187.5,794.213179542582,800.702332233321
188,794.079493313495,800.56447750333
188.5,793.944938284425,800.455708442171
189,793.809576302152,800.383637929574
189.5,793.67341031176,800.356387813894
190,793.536407917318,800.399771926391
190.5,793.398601514757,800.522492779295
191,793.259988158992,800.709687393592
191.5,793.120570795109,800.947472937303
192,792.980346478022,801.20179063291
192.5,792.839350548747,801.459433105751
193,792.697577117116,801.709804390796
193.5,792.554999677366,801.933710524651
194,792.411677131191,802.117994080868
194.5,792.267582972828,802.251881208845
195,792.122714257193,802.342503508261
195.5,791.977100435133,802.39868151472
196,791.830744451733,802.419310188016
196.5,791.68361391106,802.414086209775
197,791.535770659894,802.393599081013
197.5,791.387214698234,802.364971756254
198,791.237884179303,802.330331671708
198.5,791.087873345809,802.288906827185
199,790.937149801821,802.239924495503
199.5,790.785681151408,802.183787648338
200,790.633535131518,802.122189839073
200.5,790.480702906896,802.056126457716
201,790.327160916865,801.983661500265
201.5,790.172965118034,801.900424714005
202,790.018062498879,801.80353316519
202.5,789.862506070924,801.692231647647
203,789.706266383322,801.567989199647
203.5,789.54937877709,801.43322129765
204,789.391810856295,801.289748895675
204.5,789.233621522632,801.138585989348
205,789.074784270338,800.981866311475
205.5,788.915322660091,800.822760873488
206,788.755216076298,800.664128332094
206.5,788.594517530484,800.507476148965
207,788.433168120954,800.353246570435
207.5,788.271232639573,800.201302651493
208,788.108675745322,800.051024103809
208.5,787.945529834135,799.900979575993
209,787.781797851095,799.74911646487
209.5,787.617506301966,799.59380015892
210,787.452596285053,799.431310903633
210.5,787.287126702049,799.260030691443
211,787.121103443125,799.077780019599
211.5,786.954517673026,798.883756188877
212,786.787378227007,798.679148274707
212.5,786.619711610829,798.46654813392
213,786.45148542856,798.253174819799
213.5,786.282735021218,798.04303935611
214,786.113457443718,797.840277138228
214.5,785.943682146906,797.647301859956
215,785.773382625019,797.465833788771
215.5,785.602555932975,797.29685539339
216,785.43126391755,797.141372594727
216.5,785.259447677051,796.999374816415
217,785.087195564019,796.868150975772
217.5,784.914419225913,796.744390458208
218,784.741207015274,796.626722971984
218.5,784.567500030408,796.514936984433
219,784.393357173009,796.408704882009
219.5,784.218751937314,796.306808986212
220,784.04371377417,796.20772323948
220.5,783.868239738493,796.110250183016
221,783.692335720452,796.013191263755
221.5,783.516025280725,795.914932920052
222,783.339281913549,795.815722552493
222.5,783.162135069771,795.714281220503
223,782.984587694476,795.609768466539
223.5,782.806636842579,795.500677766128
224,782.628285459166,795.385398093634
224.5,782.449589500844,795.263079134509
225,782.270493011005,795.134223524261
225.5,782.091054891342,795.001603747154
226,781.91124569101,794.866716833099
226.5,781.731065410007,794.733146269303
227,781.550572950027,794.6028781508
227.5,781.369712354462,794.477346053511
228,781.188539579921,794.356948153555
228.5,781.007057571487,794.241201545773
229,780.82523393323,794.128711591926
229.5,780.643101061082,794.01768110407
230,780.460691350973,793.907336688227
230.5,780.277969461887,793.797698020296
231,780.094967789756,793.688467035386
231.5,779.911659828818,793.581006997737
232,779.728104480767,793.474307924176
232.5,779.544295855432,793.367639779491
233,779.360213337223,793.25993376248
233.5,779.175880486814,793.14995181072
234,778.991300249293,793.037962335199
234.5,778.806475569742,792.926029600809
235,778.62143000884,792.815411329587
235.5,778.436169456756,792.703095765775
236,778.250690968406,792.586114945612
236.5,778.064997488873,792.464032381373
237,777.879115523921,792.338347064277
237.5,777.693018567787,792.21057955007
238,777.506768467249,792.082322405668
238.5,777.320300430445,791.954561193538
239,777.133705754999,791.827882551675
239.5,776.946925539218,791.702423009339
240,776.759992179033,791.577916149152
240.5,776.572905674445,791.453878366902
241,776.385692531215,791.329766684582
241.5,776.198326243582,791.205150291894
242,776.010833317307,791.079583809848
242.5,775.823249093407,790.952732101855
243,775.635511725104,790.824474930902
243.5,775.447709564937,790.694802381833
244,775.259786656298,790.563818394607
244.5,775.071798955797,790.43174094874
245,774.883717012585,790.298612083192
245.5,774.695546716833,790.164536116315
246,774.507311629218,790.029671507728
246.5,774.319047090756,789.894023977441
247,774.130688309584,789.757792521897
247.5,773.942300077565,789.621037374906
248,773.753879449615,789.483893759643
248.5,773.565455876579,789.346514519724
249,773.376976346935,789.209056128291
249.5,773.188493872207,789.071624085692
250,772.999979001546,788.93439473376
250.5,772.811496526818,788.797480333909
251,772.623014052089,788.661088170051
251.5,772.43453157736,788.525319365863
252,772.246081498563,788.39016139588
252.5,772.057660870612,788.255691747979
253,771.869272638594,788.121844003372
253.5,771.680943308268,787.988710923114
254,771.49264931896,787.856259793662
254.5,771.304443682191,787.724568830314
255,771.116270441354,787.593696825792
255.5,770.928191443227,787.463573233809
256,770.740174291879,787.334293355078
256.5,770.552280834087,787.20587177639
257,770.364449223073,787.078363572504
257.5,770.176741305617,786.951854894175
258,769.989124685785,786.826416990066
258.5,769.801664155442,786.702119286988
259,769.614297867809,786.579020562018
259.5,769.427084724579,786.45709950064
260,769.239998219991,786.336328936341
260.5,769.053061914722,786.216700766933
261,768.866284644025,786.098064052019
261.5,768.679660517732,785.980396894331
262,768.493221931775,785.86359890191
262.5,768.306968886152,785.747670627114
263,768.120874875103,785.632501101088
263.5,767.93499291015,785.518174773151
264,767.749299430618,785.40461954518
264.5,767.563820942268,785.29190257031
265,767.378560390184,785.180038520952
265.5,767.193514829282,785.069036422978
266,767.008687204647,784.958938686712
266.5,766.82410991221,784.849696984295
267,766.639777061802,784.741288903448
267.5,766.455694543592,784.633658290256
268,766.271856467411,784.526804085842
268.5,766.088301119359,784.420666877407
269,765.905019664183,784.315221416725
269.5,765.722020937137,784.210440256062
270,765.539299048051,784.106295486206
270.5,765.356859887095,784.002828133924
271,765.174756465794,783.899971283626
271.5,764.992932827537,783.797734139702
272,764.811421368256,783.696153359749
272.5,764.630248593715,783.594431070604
273,764.449417448997,783.494018116844
273.5,764.26889553817,783.394240233721
274,764.088744708014,783.295165371641
274.5,763.908935507682,783.196766218912
275,763.729467937172,783.09898827536
275.5,763.55040089818,783.001870673808
276,763.371675489011,782.905349258955
276.5,763.193353556445,782.809361168338
277,763.015402704548,782.713843529682
277.5,762.837855329253,782.61869237732
278,762.660708485475,782.5238143486
278.5,762.483965118299,782.429149257704
279,762.307625227725,782.334582494773
279.5,762.131718264599,782.240094949498
280,761.956247174007,782.14563276245
280.5,761.781206065779,782.051142898434
281,761.606600830084,781.956593192021
281.5,761.432460917769,781.861998590906
282,761.25878338375,781.767356096704
282.5,761.085541722264,781.672661182383
283,760.912794835005,781.577885801951
283.5,760.740513271126,781.483126955647
284,760.568723536389,781.388358726803
284.5,760.397405015203,781.293627685358
285,760.226607774005,781.198975877773
285.5,760.056308252119,781.104396875659
286,759.886503504459,781.010007595752
286.5,759.717255377806,780.915811902581
287,759.548504970464,780.821848128731
287.5,759.380278788195,780.728115400968
288,759.212582721171,780.634684684632
288.5,759.045469780913,780.541564483381
289,758.878857505052,780.448790435247
289.5,758.712834246128,780.356340083767
290,758.547364663125,780.264276052242
290.5,758.382484097058,780.172549513014
291,758.218163097082,780.081206708459
291.5,758.054431114042,779.990281870416
292,757.891285202855,779.899790039324
292.5,757.728757759451,779.809682411353
293,757.566792827223,779.719969060103
293.5,757.40547286854,779.630667732119
294,757.244744871879,779.54092991363
294.5,757.084667738933,779.452320229366
295,756.925176677839,779.364180973105
295.5,756.766339425545,779.276485727907
296,756.608150091882,779.189244561212
296.5,756.450611621935,779.102405929348
297,756.293721070617,779.016041511074
297.5,756.1374843281,778.930018922933
298,755.981927900145,778.844432010625
298.5,755.827022335905,778.759266378616
299,755.672800031312,778.674432276415
299.5,755.519287492128,778.590005973007
300,755.366425816659,778.505954831815
300.5,755.214276851684,778.422298359537
301,755.062840597203,778.33900017905
301.5,754.912117053215,778.256078334504
302,754.762076768875,778.173474404018
302.5,754.61277570079,778.091240134863
303,754.464190288283,778.009339994938
303.5,754.316347037117,777.927768522973
304,754.169245947291,777.8464876927
304.5,754.022889963891,777.76550279044
305,753.877276141831,777.684809100015
305.5,753.732407426196,777.604411227904
306,753.588310322749,777.524179886256
306.5,753.444990721658,777.444224622051
307,753.302413281908,777.364484226386
307.5,753.160639850277,777.284957174065
308,753.019643921002,777.205699571223
308.5,752.879419603915,777.126684025706
309,752.740002240031,777.047918320579
309.5,752.601388884267,776.969433481952
310,752.463582481706,776.891263004479
310.5,752.326580087263,776.813441896178
311,752.190384646025,776.735903659439
311.5,752.055022663752,776.658735300587
312,751.92049708553,776.581926027373
312.5,751.786781405595,776.5054302053
313,751.653928635474,776.429295996907
313.5,751.521882818556,776.353480988763
314,751.39070580162,776.277179379395
314.5,751.260391694496,776.20188666273
315,751.130916936508,776.126893422232
315.5,751.002340429348,776.052212868377
316,750.874600326239,775.977762972697
316.5,750.747726078027,775.903510370444
317,750.621753025728,775.829451678908
317.5,750.496645828327,775.755456128149
318,750.37243393667,775.681559190068
318.5,750.249123240927,775.60758261386
319,750.126710796012,775.533514915447
319.5,750.005196601926,775.459232822992
320,749.884580658669,775.3846053981
320.5,749.764892417087,775.309451772406
321,749.646134822266,775.233609603321
321.5,749.528275478274,775.15692320585
322,749.411343835957,775.079091241382
322.5,749.295342840401,774.999941518703
323,749.180272491604,774.919335657358
323.5,749.066159295331,774.836988353861
324,748.952976745818,774.752778044661
324.5,748.840754293911,774.666461343725
325,748.729491939612,774.577872637877
325.5,748.619160232074,774.4868077764
326,748.509818072989,774.393151175091
326.5,748.401438956597,774.29682371863
327,748.294016992726,774.197759112732
327.5,748.187587522395,774.095835243841
328,748.08211814967,773.991121838519
328.5,747.9776383254,773.883594234045
329,747.874153939753,773.773389619432
329.5,747.771656157476,773.660548224613
330,747.670150868737,773.545197587015
330.5,747.569638073536,773.427427390777
331,747.470147222722,773.307307522684
331.5,747.371678316293,773.184947268367
332,747.274198958318,773.060475500918
332.5,747.177744489813,772.933929143674
333,747.082279569762,772.805374534133
333.5,746.987868990028,772.674914282633
334,746.894477409595,772.542554312355
334.5,746.802110718633,772.408416599004
335,746.710795422903,772.272540208898
335.5,746.620505016643,772.134995619229
336,746.531266005615,771.995820504723
336.5,746.443048938973,771.855083833479
337,746.355886212648,771.712904266197
337.5,746.269807277487,771.569302453752
338,746.184750286711,771.424339302443
338.5,746.100747636253,771.278065942959
339,746.017825831874,771.130477979868
339.5,745.935961312896,770.981669722373
340,745.855177639998,770.831655626827
340.5,745.775448307417,770.680500736742
341,745.696802766,770.528364596985
341.5,745.619241015747,770.375244869806
342,745.542763056657,770.2212839541
342.5,745.467339437885,770.066460055095
343,745.393032006209,769.910906493368
343.5,745.319805420611,769.754688341273
344,745.247665571262,769.597874624411
344.5,745.176638963924,769.440603947607
345,745.106699092835,769.282862029137
345.5,745.037843012909,769.124722024973
346,744.970129625841,768.966241549513
346.5,744.903502975022,768.809154720222
347,744.837960115366,768.650063143139
347.5,744.773562893653,768.490717817143
348,744.710281859035,768.331120074744
348.5,744.648084615582,768.171193234296
349,744.58703301007,768.01086931389
349.5,744.527097591654,767.850040393405
350,744.468304866096,767.688762189722
350.5,744.410601821871,767.527054927877
351,744.354041470503,767.364945624245
351.5,744.298626757078,767.202581850897
352,744.244328230748,767.040069679123
352.5,744.191175342361,766.87755655226
353,744.139165146831,766.715067760256
353.5,744.088274083482,766.55267393896
354,744.038528658074,766.390473770234
354.5,743.989961266541,766.228443243063
355,743.942507117018,766.066686601022
355.5,743.896198605438,765.905161591261
356,743.851038676884,765.743921736343
356.5,743.807024386273,765.582958525115
357,743.764185184451,765.42231093543
357.5,743.722491620571,765.262005400288
358,743.681946639719,765.102043505614
358.5,743.642576747655,764.942406183509
359,743.604323042687,764.783171142109
359.5,743.56727682244,764.624311715808
360,743.531376240135,764.465861121155
360.5,743.496624240857,764.307796858327
361,743.463047330368,764.150191590973
361.5,743.430645508668,763.992997568572
362,743.399424665927,763.836235551589
362.5,743.369346516043,763.67995603548
363,743.340446400033,763.524163553112
363.5,743.31269486705,763.368854782699
364,743.286147873703,763.214034590153
364.5,743.260749463384,763.059729913944
365,743.236558537784,762.905954141919
365.5,743.213513250127,762.75265641452
366,743.19164305126,762.599949976027
366.5,743.170953831351,762.44778505276
367,743.151469151077,762.296169215881
367.5,743.133133053831,762.145105112589
368,743.115972045374,761.994626089397
368.5,743.100021466722,761.844712806424
369,743.085213580928,761.695391316398
369.5,743.071616124939,761.546701958682
370,743.05919375774,761.398590231271
370.5,743.047952369499,761.251074351445
371,743.037883124962,761.104215089563
371.5,743.028994859384,760.957972834862
372,743.021314078527,760.812347400693
372.5,743.014808386459,760.667354640537
373,743.009451277417,760.523024221252
373.5,743.005328158859,760.379334710551
374,743.002356568412,760.236304097286
374.5,743.000589517601,760.093943340972
375,743.000000500664,759.952267722286
375.5,743.000589517601,759.811227459869
376,743.002356568412,759.6709056218
376.5,743.005328158859,759.531285389528
377,743.009451277417,759.392345201985
377.5,743.014808386459,759.254104384931
378,743.021314078527,759.116583367839
378.5,743.028994859384,758.979771466126
379,743.037883124962,758.843675982022
379.5,743.047952369499,758.708295599906
380,743.05919375774,758.573677487092
380.5,743.071616124939,758.439768478829
381,743.085213580928,758.306561170595
381.5,743.100021466722,758.1741854927
382,743.115972045374,758.042509272437
382.5,743.133133053831,757.911612938004
383,743.151469151077,757.781456442204
383.5,743.170953831351,757.652087936345
384,743.19164305126,757.524657190178
384.5,743.213513250127,757.396914626533
385,743.236558537784,757.269975162
385.5,743.260749463384,757.143756888827
386,743.286147873703,757.018300014017
386.5,743.31269486705,756.893647312166
387,743.340446400033,756.769510216463
387.5,743.369346516043,756.646196283263
388,743.399424665927,756.523692152619
388.5,743.430645508668,756.402003935226
389,743.463047330368,756.281147467287
389.5,743.496624240857,756.161149523835
390,743.531376240135,756.041960010088
390.5,743.56727682244,755.923636902844
391,743.604323042687,755.806131831886
391.5,743.642576747655,755.689508659807
392,743.681946639719,755.573723452285
392.5,743.722491620571,755.458805487333
393,743.764185184451,755.344743648715
393.5,743.807024386273,755.231888509832
394,743.851038676884,755.119941887581
394.5,743.896198605438,755.008913211435
395,743.942507117018,754.898804756201
395.5,743.989961266541,754.789520645251
396,744.038528658074,754.681152474562
396.5,744.088274083482,754.573649835783
397,744.139165146831,754.467049854208
397.5,744.191175342361,754.361303637857
398,744.244328230748,754.256456248558
398.5,744.298626757078,754.152467216588
399,744.354041470503,754.049406469509
399.5,744.410601821871,753.947220133256
400,744.468304866096,753.845889881915
400.5,744.527097591654,753.745518861825
401,744.58703301007,753.646021484284
401.5,744.648084615582,753.547444953888
402,744.710281859035,753.449758437704
402.5,744.773562893653,753.35301403956
403,744.837960115366,753.25719705099
403.5,744.903502975022,753.162309074707
404,744.970129625841,753.068330851218
404.5,745.037843012909,752.97529848276
405,745.106699092835,752.883235501155
405.5,745.176638963924,752.792123490264
406,745.247665571262,752.70192863147
406.5,745.319805420611,752.61273775673
407,745.393032006209,752.524492657403
407.5,745.467339437885,752.437193364704
408,745.542763056657,752.350887005434
408.5,745.619241015747,752.265510253403
409,745.696802766,752.181170582635
409.5,745.775448307417,752.097767807729
410,745.855177639998,752.015377065021
410.5,745.935961312896,751.933946807928
411,746.017825831874,751.853533024475
411.5,746.100747636253,751.774673072604
412,746.184750286711,751.696346125165
412.5,746.269807277487,751.618975478595
413,746.355886212648,751.542569057252
413.5,746.443048938973,751.46711877869
414,746.531266005615,751.39266283332
414.5,746.620505016643,751.319188769376
415,746.710795422903,751.246689158817
415.5,746.802110718633,751.175228772257
416,746.894477409595,751.104788910414
416.5,746.987868990028,751.035303975371
417,747.082279569762,750.966844260369
417.5,747.177744489813,750.899414197083
418,747.274198958318,750.833029970791
418.5,747.371678316293,750.767705556558
419,747.470147222722,750.703385020359
419.5,747.569638073536,750.64014196496
420,747.670150868737,750.577945461841
420.5,747.771656157476,750.516860263587
421,747.874153939753,750.456817937214
421.5,747.9776383254,750.397858221679
422,748.08211814967,750.339942860214
422.5,748.187587522395,750.283102744533
423,748.294016992726,750.227326854927
423.5,748.401438956597,750.172613706872
424,748.509818072989,750.118966990382
424.5,748.619160232074,750.066307258978
425,748.729491939612,750.014660996067
425.5,748.840754293911,749.96409807745
426,748.952976745818,749.914597170003
426.5,749.066159295331,749.866122237838
427,749.180272491604,749.818722562998
427.5,749.295342840401,749.772360632538
428,749.411343835957,749.727075426607
428.5,749.528275478274,749.682815460016
429,749.646134822266,749.63961898815
429.5,749.764892417087,749.597461740849
430,749.884580658669,749.556398136157
430.5,750.005196601926,749.516348005955
431,750.126710796012,749.477381966607
431.5,750.249123240927,749.439473541248
432,750.37243393667,749.4026219804
432.5,750.496645828327,749.366841285977
433,750.621753025728,749.332104975194
433.5,750.747726078027,749.298425540061
434,750.874600326239,749.265843441449
434.5,751.002340429348,749.234304274721
435,751.130916936508,749.203852885418
435.5,751.260391694496,749.174461339553
436,751.39070580162,749.146139194378
436.5,751.521882818556,749.119067583558
437,751.653928635474,749.093062596872
437.5,751.786781405595,749.068109055156
438,751.92049708553,749.044135206718
438.5,752.055022663752,749.021149096695
439,752.190384646025,748.999233127898
439.5,752.326580087263,748.978374056625
440,752.463582481706,748.958551350853
440.5,752.601388884267,748.939783369516
441,752.740002240031,748.922138510641
441.5,752.879419603915,748.905549859573
442,753.019643921002,748.890001231313
442.5,753.160639850277,748.875545547518
443,753.302413281908,748.862115933014
443.5,753.444990721658,748.849738104528
444,753.588310322749,748.838431154304
444.5,753.732407426196,748.828174585516
445,753.877276141831,748.818974230974
445.5,754.022889963891,748.810862485013
446,754.169245947291,748.803776059379
446.5,754.316347037117,748.797743667279
447,754.464190288283,748.792811604374
447.5,754.61277570079,748.788888737335
448,754.762076768875,748.786001519898
448.5,754.912117053215,748.784139664189
449,755.062840597203,748.783342117029
449.5,755.214276851684,748.783544210404
450,755.366425816659,748.784805471916
450.5,755.519287492128,748.787106090751
451,755.672800031312,748.790387225492
451.5,755.827022335905,748.794740071333
452,755.981927900145,748.800080060273
452.5,756.1374843281,748.806457921892
453,756.293721070617,748.813808957928
453.5,756.450611621935,748.822197144725
454,756.608150091882,748.831578392162
454.5,756.766339425545,748.841926918768
455,756.925176677839,748.853283177211
455.5,757.084667738933,748.865542055161
456,757.244744871879,748.878816013917
456.5,757.40547286854,748.893049956547
457,757.566792827223,748.908202613092
457.5,757.728757759451,748.924316002472
458,757.891285202855,748.941350345447
458.5,758.054431114042,748.959274802879
459,758.218163097082,748.97813639745
459.5,758.382484097058,748.997863096321
460,758.547364663125,749.018495334709
460.5,758.712834246128,749.040023576415
461,758.878857505052,749.062429411193
461.5,759.045469780913,749.085692247159
462,759.212582721171,749.109816504708
462.5,759.380278788195,749.134794822949
463,759.548504970464,749.160616149668
463.5,759.717255377806,749.187135826529
464,759.886503504459,749.214948854783
464.5,760.056308252119,749.243475639566
465,760.226607774005,749.272838059058
465.5,760.397405015203,749.302976555514
466,760.568723536389,749.33392787083
466.5,760.740513271126,749.365783189025
467,760.912794835005,749.398568284252
467.5,761.085541722264,749.432331656864
468,761.25878338375,749.46715195345
468.5,761.432460917769,749.503010809219
469,761.606600830084,749.540050075788
469.5,761.781206065779,749.578199847395
470,761.956247174007,749.6175755542
470.5,762.131718264599,749.658286037724
471,762.307625227725,749.700490875807
471.5,762.483965118299,749.744337132618
472,762.660708485475,749.790056397739
472.5,762.837855329253,749.837842023469
473,763.015402704548,749.88793589864
473.5,763.193353556445,749.940665206865
474,763.371675489011,749.996381378681
474.5,763.55040089818,750.055471116981
475,763.729467937172,750.118273332291
475.5,763.908935507682,750.185274051721
476,764.088744708014,750.25686736149
476.5,764.26889553817,750.333533278849
477,764.449417448997,750.415766554607
477.5,764.630248593715,750.504051659949
478,764.811421368256,750.5988800533
478.5,764.992932827537,750.700607773071
479,765.174756465794,750.809806120469
479.5,765.356859887095,750.926888786036
480,765.539299048051,751.052278783329
480.5,765.722020937137,751.186381574131
481,765.905019664183,751.329586465459
481.5,766.088301119359,751.482292028767
482,766.271856467411,751.644937159085
482.5,766.455694543592,751.818010266709
483,766.639777061802,752.002085316943
483.5,766.82410991221,752.197776163677
484,767.008687204647,752.405614854865
484.5,767.193514829282,752.626146206254
485,767.378560390184,752.859827300326
485.5,767.563820942268,753.106847543014
486,767.749299430618,753.367276257148
486.5,767.93499291015,753.640978326775
487,768.120874875103,753.927831380747
487.5,768.306968886152,754.227667679866
488,768.493221931775,754.540326545511
488.5,768.679660517732,754.865782446221
489,768.866284644025,755.20405166758
489.5,769.053061914722,755.555412014757
490,769.239998219991,755.920347878274
490.5,769.427084724579,756.299363845564
491,769.614297867809,756.692653314462
491.5,769.801664155442,757.100156228005
492,769.989124685785,757.521691642168
492.5,770.176741305617,757.956544169223
493,770.364449223073,758.403613895602
493.5,770.552280834087,758.863978013637
494,770.740174291879,759.331753093619
494.5,770.928191443227,759.809503940549
495,771.116270441354,760.296906945547
495.5,771.304443682191,760.793673292944
496,771.49264931896,761.299599351796
496.5,771.680943308268,761.814950141584
497,771.869272638594,762.340197717446
497.5,772.057660870612,762.875448316777
498,772.246081498563,763.419913596875
498.5,772.43453157736,763.972800851809
499,772.623014052089,764.532913934489
499.5,772.811496526818,765.098549231068
500,772.999979001546,765.666428018371
500.5,773.188493872207,766.231908865345
501,773.376976346935,766.791067771785
501.5,773.565455876579,767.341819107294
502,773.753879449615,767.880401530612
502.5,773.942300077565,768.401543591211
503,774.130688309584,768.903732707644
503.5,774.319047090756,769.387623504617
504,774.507311629218,769.855250110144
504.5,774.695546716833,770.304215614405
505,774.883717012585,770.72454507386
505.5,775.071798955797,771.109350308039
506,775.259786656298,771.464068363306
506.5,775.447709564937,771.78203467599
507,775.635511725104,772.048085597134
507.5,775.823249093407,772.256116821639
508,776.010833317307,772.407592388676
508.5,776.198326243582,772.512170483878
509,776.385692531215,772.58879718055
509.5,776.572905674445,772.657118019244
510,776.759992179033,772.732331341542
510.5,776.946925539218,772.812282190566
511,777.133705754999,772.877633737381
511.5,777.320300430445,772.917503412819
512,777.506768467249,772.936445023333
512.5,777.693018567787,772.948275182994
513,777.879115523921,772.971567824133
513.5,778.064997488873,773.017854143431
514,778.250690968406,773.071509063852
514.5,778.436169456756,773.097874211708
515,778.62143000884,773.094173146183
515.5,778.806475569742,773.090492459781
516,778.991300249293,773.12179970586
516.5,779.175880486814,773.181436937352
517,779.360213337223,773.227849302262
517.5,779.544295855432,773.255133692279
518,779.728104480767,773.283274233158
518.5,779.911659828818,773.324541813324
519,780.094967789756,773.383240070063
519.5,780.277969461887,773.459466541702
520,780.460691350973,773.554723033278
520.5,780.643101061082,773.67312657681
521,780.82523393323,773.816311551224
521.5,781.007057571487,773.977583053194
522,781.188539579921,774.147549053243
522.5,781.369712354462,774.324112534456
523,781.550572950027,774.515114262694
523.5,781.731065410007,774.73468520938
524,781.91124569101,774.997949258132
524.5,782.091054891342,775.306560106085
525,782.270493011005,775.645559226477
525.5,782.449589500844,776.007549878351
526,782.628285459166,776.396499534782
526.5,782.806636842579,776.80890176991
527,782.984587694476,777.217952805131
527.5,783.162135069771,777.60960641342
528,783.339281913549,777.987804224704
528.5,783.516025280725,778.368924975531
529,783.692335720452,778.76199927511
529.5,783.868239738493,779.154653465881
530,784.04371377417,779.553109261455
530.5,784.218751937314,779.954863217197
531,784.393357173009,780.341969989078
531.5,784.567500030408,780.685772425868
532,784.741207015274,780.982850305094
532.5,784.914419225913,781.245092266666
533,785.087195564019,781.513615889338
533.5,785.259447677051,781.809383685209
534,785.43126391755,782.082613080237
534.5,785.602555932975,782.322531627994
535,785.773382625019,782.531570297821
535.5,785.943682146906,782.700419763708
536,786.113457443718,782.824894963053
536.5,786.282735021218,782.918962624051
537,786.45148542856,782.988338658636
537.5,786.619711610829,783.083374105012
538,786.787378227007,783.167030544141
538.5,786.954517673026,783.186819796726
539,787.121103443125,783.202595400471
539.5,787.287126702049,783.261981808568
540,787.452596285053,783.340967006039
540.5,787.617506301966,783.424546781498
541,787.781797851095,783.524490439855
541.5,787.945529834135,783.624962071437
542,788.108675745322,783.691754203075
542.5,788.271232639573,783.735881996891
543,788.433168120954,783.780989303947
543.5,788.594517530484,783.830549679012
544,788.755216076298,783.894604891222
544.5,788.915322660091,783.967830219141
545,789.074784270338,784.034363351768
545.5,789.233621522632,784.094535313911
546,789.391810856295,784.144724077173
546.5,789.54937877709,784.200943369056
547,789.706266383322,784.295345428849
547.5,789.862506070924,784.456880518363
548,790.018062498879,784.685582707345
548.5,790.172965118034,784.966516266896
549,790.327160916865,785.276729850306
549.5,790.480702906896,785.589246633692
550,790.633535131518,785.87828819807
550.5,790.785681151408,786.129014017838
551,790.937149801821,786.340401417819
551.5,791.087873345809,786.506376447886
552,791.237884179303,786.635374985768
552.5,791.387214698234,786.745612894245
553,791.535770659894,786.85584082686
553.5,791.68361391106,786.978419442723
554,791.830744451733,787.108716159361
554.5,791.977100435133,787.240666220974
555,792.122714257193,787.377277064119
555.5,792.267582972828,787.524426058657
556,792.411677131191,787.67356835632
556.5,792.554999677366,787.820411616305
557,792.697577117116,787.965430892403
557.5,792.839350548747,788.113074807794
558,792.980346478022,788.274314840764
558.5,793.120570795109,788.465757781452
559,793.259988158992,788.702573736074
559.5,793.398601514757,788.994207264863
560,793.536407917318,789.33924383207
560.5,793.67341031176,789.729318695881
561,793.809576302152,790.143546075839
561.5,793.944938284425,790.563816121677
562,794.079493313495,790.972696158961
562.5,794.213179542582,791.384187415307
563,794.34606176355,791.849189369248
563.5,794.478078129622,792.314180672425
564,794.609255146558,792.865826940336
564.5,794.739598704528,793.502579888573
565,794.86904401167,794.045712421503
565.5,794.997649969676,794.451096985233
566,795.125390072785,794.742470831408
566.5,795.25223487015,794.951174967189
567,795.378207922449,795.101304394205
567.5,795.50331511985,795.217938230545
568,795.627524066422,795.315266128982
568.5,795.75083770725,795.406901486643
569,795.873250152165,795.501511139068
569.5,795.994793797098,795.577438381996
570,796.115380289508,795.613716406609
570.5,796.23506853109,795.607929058426
571,796.353855576758,795.587373521979
571.5,796.47171492075,795.559072660745
572,796.588646563067,795.520374271087
572.5,796.704647558624,795.472749559132
573,796.819688456573,795.423434188504
573.5,796.933831103693,795.377970501292
574,797.047010708122,795.342181723802
574.5,797.159233160028,795.337434428633
575,797.270495514327,795.383942161466
575.5,797.380827221866,795.490487272698
576,797.49016938095,795.658376499412
576.5,797.598551442427,795.875987855799
577,797.705973406298,796.132393957164
577.5,797.812402876629,796.437605602531
578,797.917872249354,796.812940450986
578.5,798.022349128539,797.265535243711
579,798.125836459271,797.768980880451
579.5,798.228334241548,798.293898051455
580,798.329836585203,798.868013259549
580.5,798.430322874641,799.525756793126
581,798.529813725455,800.086773754315
581.5,798.628312082731,800.526980777585
582,798.725791440706,800.908059478654
582.5,798.822245909211,801.277405953792
